Clavage	N	Type	abundance	gen_length	subject_id
True	9816	D left	27	21	IGHD6-19
True	9816	D right	27	21	IGHD6-19
True	9816	J	27	51	IGHJ5
False	9817	V	12	296	IGHV3-30
True	9817	D left	12	37	IGHD3-16
True	9817	D right	12	37	IGHD3-16
True	9817	J	12	62	IGHJ6
True	9818	V	8	296	IGHV3-74
True	9818	D left	8	31	IGHD3-10
True	9818	D right	8	31	IGHD3-10
True	9818	J	8	62	IGHJ6
False	9819	V	9	296	IGHV1-8
True	9819	D left	9	21	IGHD6-13
True	9819	D right	9	21	IGHD6-13
True	9819	J	9	51	IGHJ5
False	9820	V	29	294	IGHV1-69
True	9820	D left	29	31	IGHD2-2
True	9820	D right	29	31	IGHD2-2
True	9820	J	29	48	IGHJ4
False	9821	V	6	293	IGHV3-13
True	9821	D left	6	37	IGHD3-16
True	9821	D right	6	37	IGHD3-16
True	9821	J	6	50	IGHJ3
True	9822	V	32	296	IGHV1-3
True	9822	D left	32	31	IGHD3-9
True	9822	D right	32	31	IGHD3-9
True	9822	J	32	48	IGHJ4
True	9823	V	13	296	IGHV3-20
True	9823	D left	13	37	IGHD3-16
True	9823	D right	13	37	IGHD3-16
True	9823	J	13	62	IGHJ6
True	9824	V	33	296	IGHV3-48
False	9824	D left	33	21	IGHD6-19
True	9824	D right	33	21	IGHD6-19
True	9824	J	33	50	IGHJ3
True	9825	V	26	296	IGHV3-23
True	9825	D left	26	20	IGHD1-26
True	9825	D right	26	20	IGHD1-26
True	9825	J	26	48	IGHJ4
False	9826	V	36	296	IGHV1-69
False	9826	D left	36	31	IGHD3-10
True	9826	D right	36	31	IGHD3-10
True	9826	J	36	62	IGHJ6
False	9827	V	60	296	IGHV3-11
True	9827	D left	60	23	IGHD5-12
True	9827	D right	60	23	IGHD5-12
True	9827	J	60	50	IGHJ3
False	9828	V	22	296	IGHV3-21
True	9828	D left	22	21	IGHD6-19
False	9828	D right	22	21	IGHD6-19
True	9828	J	22	48	IGHJ4
False	9829	V	32	296	IGHV1-69
True	9829	D left	32	20	IGHD1-26
True	9829	D right	32	20	IGHD1-26
True	9829	J	32	48	IGHJ4
True	9830	V	19	293	IGHV3-13
False	9830	D left	19	20	IGHD5-24
True	9830	D right	19	20	IGHD5-24
True	9830	J	19	50	IGHJ3
True	9831	V	32	296	IGHV1-18
False	9831	D left	32	20	IGHD5-5
True	9831	D right	32	20	IGHD5-5
True	9831	J	32	62	IGHJ6
True	9832	V	8	301	IGHV2-5
True	9832	D left	8	20	IGHD5-24
True	9832	D right	8	20	IGHD5-24
True	9832	J	8	48	IGHJ4
False	9833	V	48	296	IGHV1-3
True	9833	D left	48	31	IGHD3-10
True	9833	D right	48	31	IGHD3-10
True	9833	J	48	48	IGHJ4
True	9834	V	9	298	IGHV3-9
True	9834	D left	9	20	IGHD1-26
True	9834	D right	9	20	IGHD1-26
True	9834	J	9	51	IGHJ5
True	9835	V	10	296	IGHV3-7
True	9835	D left	10	19	IGHD4/OR15-4b
True	9835	D right	10	19	IGHD4/OR15-4b
True	9835	J	10	48	IGHJ4
True	9836	V	8	305	IGHV6-1
True	9836	D left	8	37	IGHD3-16
True	9836	D right	8	37	IGHD3-16
True	9836	J	8	62	IGHJ6
True	9837	V	24	291	IGHV3-66
True	9837	D left	24	31	IGHD2-2
True	9837	D right	24	31	IGHD2-2
True	9837	J	24	48	IGHJ4
True	9838	V	8	299	IGHV4-61
True	9838	D left	8	31	IGHD2-2
True	9838	D right	8	31	IGHD2-2
True	9838	J	8	62	IGHJ6
False	9839	V	56	296	IGHV3-74
True	9839	D left	56	31	IGHD3-10
True	9839	D right	56	31	IGHD3-10
True	9839	J	56	50	IGHJ3
True	9840	V	9	296	IGHV1-69
False	9840	D left	9	31	IGHD3-10
True	9840	D right	9	31	IGHD3-10
True	9840	J	9	62	IGHJ6
True	9841	V	19	296	IGHV5-51
True	9841	D left	19	28	IGHD2-21
True	9841	D right	19	28	IGHD2-21
True	9841	J	19	48	IGHJ4
True	9842	V	5	299	IGHV4-39
True	9842	D left	5	21	IGHD6-19
True	9842	D right	5	21	IGHD6-19
True	9842	J	5	48	IGHJ4
True	9843	V	18	299	IGHV4-61
True	9843	D left	18	31	IGHD3-3
True	9843	D right	18	31	IGHD3-3
True	9843	J	18	51	IGHJ5
True	9844	V	36	296	IGHV1-8
True	9844	D left	36	18	IGHD6-6
True	9844	D right	36	18	IGHD6-6
True	9844	J	36	48	IGHJ4
True	9845	V	29	296	IGHV3-23
True	9845	D left	29	31	IGHD3-10
True	9845	D right	29	31	IGHD3-10
False	9845	J	29	48	IGHJ4
True	9846	V	90	296	IGHV1-18
True	9846	D left	90	31	IGHD3-10
True	9846	D right	90	31	IGHD3-10
True	9846	J	90	62	IGHJ6
False	9847	V	46	296	IGHV3-30
True	9847	D left	46	20	IGHD5-24
True	9847	D right	46	20	IGHD5-24
True	9847	J	46	51	IGHJ5
False	9848	V	8	296	IGHV7-4-1
True	9848	D left	8	21	IGHD6-19
False	9848	D right	8	21	IGHD6-19
True	9848	J	8	48	IGHJ4
True	9849	V	43	296	IGHV1-69
True	9849	D left	43	31	IGHD3-9
True	9849	D right	43	31	IGHD3-9
False	9849	J	43	48	IGHJ4
True	9850	V	61	296	IGHV3-7
True	9850	D left	61	31	IGHD3-3
True	9850	D right	61	31	IGHD3-3
True	9850	J	61	51	IGHJ5
False	9851	V	28	296	IGHV3-23
True	9851	D left	28	16	IGHD4-11
True	9851	D right	28	16	IGHD4-11
True	9851	J	28	51	IGHJ5
False	9852	V	23	299	IGHV4-39
True	9852	D left	23	30	IGHD3-10
True	9852	D right	23	30	IGHD3-10
True	9852	J	23	62	IGHJ6
False	9853	V	12	296	IGHV1-69
True	9853	D left	12	19	IGHD4-23
True	9853	D right	12	19	IGHD4-23
True	9853	J	12	51	IGHJ5
False	9854	V	5	296	IGHV3-7
True	9854	J	5	48	IGHJ4
False	9855	V	46	298	IGHV3-9
True	9855	D left	46	21	IGHD6-13
True	9855	D right	46	21	IGHD6-13
False	9855	J	46	50	IGHJ3
False	9856	V	37	296	IGHV1-18
True	9856	D left	37	31	IGHD2-2
True	9856	D right	37	31	IGHD2-2
True	9856	J	37	62	IGHJ6
True	9857	V	26	296	IGHV3-48
True	9857	D left	26	21	IGHD6-13
False	9857	D right	26	21	IGHD6-13
True	9857	J	26	48	IGHJ4
True	9858	V	26	296	IGHV3-23
True	9858	D left	26	17	IGHD1-14
True	9858	D right	26	17	IGHD1-14
True	9858	J	26	51	IGHJ5
True	9859	V	22	296	IGHV3-23
True	9859	D left	22	37	IGHD3-16
True	9859	D right	22	37	IGHD3-16
True	9859	J	22	52	IGHJ1
False	9860	V	16	296	IGHV3-7
True	9860	D left	16	17	IGHD1-7
False	9860	D right	16	17	IGHD1-7
False	9860	J	16	48	IGHJ4
False	9861	V	21	296	IGHV1-69
True	9861	D left	21	28	IGHD2-21
True	9861	D right	21	28	IGHD2-21
True	9861	J	21	50	IGHJ3
True	9862	V	20	299	IGHV4-30-4
True	9862	D left	20	31	IGHD2-2
True	9862	D right	20	31	IGHD2-2
True	9862	J	20	50	IGHJ3
True	9863	V	66	296	IGHV1-69
True	9863	D left	66	21	IGHD6-13
True	9863	D right	66	21	IGHD6-13
True	9863	J	66	62	IGHJ6
True	9864	V	7	296	IGHV7-4-1
True	9864	D left	7	20	IGHD5-24
True	9864	D right	7	20	IGHD5-24
False	9864	J	7	50	IGHJ3
True	9865	V	33	296	IGHV1-8
True	9865	D left	33	20	IGHD1-26
True	9865	D right	33	20	IGHD1-26
True	9865	J	33	48	IGHJ4
True	9866	V	20	296	IGHV3-23
True	9866	D left	20	20	IGHD5-24
False	9866	D right	20	20	IGHD5-24
True	9866	J	20	48	IGHJ4
True	9867	V	19	302	IGHV3-49
True	9867	D left	19	19	IGHD4-23
True	9867	D right	19	19	IGHD4-23
True	9867	J	19	48	IGHJ4
False	9868	V	25	298	IGHV3-9
True	9868	D left	25	31	IGHD2-2
True	9868	D right	25	31	IGHD2-2
True	9868	J	25	62	IGHJ6
True	9869	V	13	296	IGHV1-69
True	9869	D left	13	31	IGHD3-9
False	9869	D right	13	31	IGHD3-9
True	9869	J	13	62	IGHJ6
True	9870	V	9	296	IGHV5-51
True	9870	D left	9	37	IGHD3-16
True	9870	D right	9	37	IGHD3-16
True	9870	J	9	62	IGHJ6
True	9871	V	7	293	IGHV3-53
True	9871	D left	7	31	IGHD2-2
True	9871	D right	7	31	IGHD2-2
True	9871	J	7	62	IGHJ6
True	9872	V	6	296	IGHV1-8
True	9872	D left	6	31	IGHD3-3
True	9872	D right	6	31	IGHD3-3
True	9872	J	6	48	IGHJ4
True	9873	V	65	296	IGHV1-69
True	9873	D left	65	30	IGHD3-10
True	9873	D right	65	30	IGHD3-10
True	9873	J	65	50	IGHJ3
True	9874	V	35	299	IGHV4-61
True	9874	D left	35	20	IGHD5-24
False	9874	D right	35	20	IGHD5-24
True	9874	J	35	48	IGHJ4
True	9875	V	47	296	IGHV3-33
True	9875	D left	47	16	IGHD4-17
False	9875	D right	47	16	IGHD4-17
True	9875	J	47	50	IGHJ3
False	9876	V	28	296	IGHV1-18
True	9876	D left	28	23	IGHD5-12
True	9876	D right	28	23	IGHD5-12
False	9876	J	28	48	IGHJ4
True	9877	V	12	294	IGHV2-5
True	9877	D left	12	17	IGHD1-14
True	9877	D right	12	17	IGHD1-14
True	9877	J	12	48	IGHJ4
True	9878	V	17	296	IGHV1-69
True	9878	D left	17	30	IGHD3-10
True	9878	D right	17	30	IGHD3-10
False	9878	J	17	50	IGHJ3
False	9879	V	15	296	IGHV3-11
True	9879	D left	15	18	IGHD6-25
True	9879	D right	15	18	IGHD6-25
False	9879	J	15	50	IGHJ3
True	9880	V	48	296	IGHV7-4-1
True	9880	D left	48	23	IGHD5-12
True	9880	D right	48	23	IGHD5-12
True	9880	J	48	50	IGHJ3
False	9881	V	10	294	IGHV3-30-3
True	9881	D left	10	30	IGHD3-10
True	9881	D right	10	30	IGHD3-10
True	9881	J	10	51	IGHJ5
True	9882	V	14	298	IGHV3-9
True	9882	D left	14	37	IGHD3-16
True	9882	D right	14	37	IGHD3-16
True	9882	J	14	48	IGHJ4
True	9883	V	6	296	IGHV3-23
True	9883	D left	6	17	IGHD1-14
False	9883	D right	6	17	IGHD1-14
False	9883	J	6	50	IGHJ3
False	9884	V	26	296	IGHV1-18
True	9884	D left	26	31	IGHD3-10
True	9884	D right	26	31	IGHD3-10
True	9884	J	26	48	IGHJ4
False	9885	V	20	299	IGHV4-39
True	9885	D left	20	21	IGHD6-19
False	9885	D right	20	21	IGHD6-19
True	9885	J	20	51	IGHJ5
True	9886	V	8	296	IGHV1-18
True	9886	D left	8	30	IGHD3-10
True	9886	D right	8	30	IGHD3-10
True	9886	J	8	62	IGHJ6
False	9887	V	14	296	IGHV1-46
True	9887	D left	14	20	IGHD5-24
True	9887	D right	14	20	IGHD5-24
True	9887	J	14	50	IGHJ3
False	9888	V	17	296	IGHV4-4
True	9888	D left	17	20	IGHD1-26
True	9888	D right	17	20	IGHD1-26
True	9888	J	17	48	IGHJ4
True	9889	V	8	302	IGHV3-15
True	9889	D left	8	37	IGHD3-16
True	9889	D right	8	37	IGHD3-16
False	9889	J	8	51	IGHJ5
False	9890	V	14	296	IGHV1-46
True	9890	D left	14	30	IGHD3-10
True	9890	D right	14	30	IGHD3-10
True	9890	J	14	62	IGHJ6
False	9891	V	24	296	IGHV3-33
True	9891	J	24	53	IGHJ2
True	9892	V	77	294	IGHV1-f
True	9892	D left	77	17	IGHD1-14
True	9892	D right	77	17	IGHD1-14
True	9892	J	77	50	IGHJ3
True	9893	V	29	296	IGHV5-51
True	9893	D left	29	31	IGHD3-22
True	9893	D right	29	31	IGHD3-22
True	9893	J	29	48	IGHJ4
True	9894	V	33	291	IGHV3-66
True	9894	D left	33	31	IGHD2-2
True	9894	D right	33	31	IGHD2-2
True	9894	J	33	50	IGHJ3
False	9895	V	12	296	IGHV3-21
True	9895	D left	12	30	IGHD3-10
True	9895	D right	12	30	IGHD3-10
True	9895	J	12	48	IGHJ4
True	9896	V	26	296	IGHV1-69
True	9896	D left	26	31	IGHD2-2
True	9896	D right	26	31	IGHD2-2
False	9896	J	26	48	IGHJ4
True	9897	V	9	296	IGHV1-69
True	9897	D left	9	23	IGHD5-12
False	9897	D right	9	23	IGHD5-12
True	9897	J	9	48	IGHJ4
False	9898	V	10	296	IGHV1-46
True	9898	D left	10	31	IGHD3-10
True	9898	D right	10	31	IGHD3-10
True	9898	J	10	48	IGHJ4
True	9899	V	12	299	IGHV4-39
True	9899	D left	12	23	IGHD5-12
True	9899	D right	12	23	IGHD5-12
False	9899	J	12	48	IGHJ4
True	9900	V	11	296	IGHV3-7
True	9900	D left	11	20	IGHD5-24
True	9900	D right	11	20	IGHD5-24
True	9900	J	11	52	IGHJ1
False	9901	V	20	299	IGHV4-61
True	9901	D left	20	30	IGHD3-10
True	9901	D right	20	30	IGHD3-10
True	9901	J	20	51	IGHJ5
False	9902	V	10	296	IGHV3-23
False	9902	D left	10	31	IGHD3-10
True	9902	D right	10	31	IGHD3-10
True	9902	J	10	48	IGHJ4
False	9903	V	8	301	IGHV2-5
True	9903	D left	8	20	IGHD1-26
True	9903	D right	8	20	IGHD1-26
False	9903	J	8	50	IGHJ3
True	9904	V	8	296	IGHV1-24
True	9904	D left	8	20	IGHD1-26
False	9904	D right	8	20	IGHD1-26
True	9904	J	8	48	IGHJ4
False	9905	V	39	296	IGHV1-69
True	9905	D left	39	21	IGHD6-19
True	9905	D right	39	21	IGHD6-19
True	9905	J	39	62	IGHJ6
True	9906	V	13	296	IGHV3-21
True	9906	D left	13	21	IGHD6-19
True	9906	D right	13	21	IGHD6-19
True	9906	J	13	48	IGHJ4
True	9907	V	13	296	IGHV3-74
True	9907	D left	13	31	IGHD2-15
True	9907	D right	13	31	IGHD2-15
True	9907	J	13	48	IGHJ4
True	9908	V	18	296	IGHV3-7
True	9908	D left	18	21	IGHD6-19
True	9908	D right	18	21	IGHD6-19
True	9908	J	18	62	IGHJ6
True	9909	V	18	298	IGHV3-9
True	9909	D left	18	28	IGHD2-21
True	9909	D right	18	28	IGHD2-21
True	9909	J	18	48	IGHJ4
False	9910	V	6	294	IGHV3-30-3
True	9910	D left	6	21	IGHD6-19
False	9910	D right	6	21	IGHD6-19
True	9910	J	6	62	IGHJ6
False	9911	V	11	296	IGHV3-21
True	9911	D left	11	21	IGHD6-13
True	9911	D right	11	21	IGHD6-13
True	9911	J	11	48	IGHJ4
True	9912	V	42	296	IGHV1-69
True	9912	D left	42	31	IGHD2/OR15-2b
True	9912	D right	42	31	IGHD2/OR15-2b
False	9912	J	42	50	IGHJ3
False	9913	V	6	296	IGHV1-3
True	9913	D left	6	21	IGHD6-19
False	9913	D right	6	21	IGHD6-19
True	9913	J	6	50	IGHJ3
False	9914	V	14	296	IGHV3-74
True	9914	D left	14	37	IGHD3-16
True	9914	D right	14	37	IGHD3-16
True	9914	J	14	51	IGHJ5
False	9915	V	7	296	IGHV1-18
True	9915	D left	7	23	IGHD5-12
True	9915	D right	7	23	IGHD5-12
True	9915	J	7	50	IGHJ3
True	9916	V	9	296	IGHV1-18
True	9916	D left	9	31	IGHD2-2
True	9916	D right	9	31	IGHD2-2
False	9916	J	9	50	IGHJ3
True	9917	V	11	296	IGHV3-7
True	9917	D left	11	20	IGHD1-26
True	9917	D right	11	20	IGHD1-26
True	9917	J	11	50	IGHJ3
False	9918	V	5	296	IGHV4-4
False	9918	D left	5	16	IGHD4-17
True	9918	D right	5	16	IGHD4-17
True	9918	J	5	50	IGHJ3
False	9919	V	6	296	IGHV1-8
True	9919	D left	6	31	IGHD3-9
True	9919	D right	6	31	IGHD3-9
True	9919	J	6	48	IGHJ4
True	9920	V	31	293	IGHV4-59
True	9920	D left	31	31	IGHD3-10
True	9920	D right	31	31	IGHD3-10
True	9920	J	31	48	IGHJ4
True	9921	V	13	296	IGHV1-69
True	9921	D left	13	23	IGHD5-12
True	9921	D right	13	23	IGHD5-12
True	9921	J	13	62	IGHJ6
True	9922	V	5	297	IGHV2-5
True	9922	D left	5	28	IGHD2-21
True	9922	D right	5	28	IGHD2-21
True	9922	J	5	50	IGHJ3
True	9923	V	26	296	IGHV1-8
False	9923	D left	26	17	IGHD1-7
True	9923	D right	26	17	IGHD1-7
True	9923	J	26	62	IGHJ6
True	9924	V	12	296	IGHV3-21
True	9924	D left	12	21	IGHD6-13
False	9924	D right	12	21	IGHD6-13
True	9924	J	12	62	IGHJ6
False	9925	V	6	296	IGHV3-30-3
True	9925	D left	6	21	IGHD6-19
False	9925	D right	6	21	IGHD6-19
True	9925	J	6	62	IGHJ6
True	9926	V	23	298	IGHV3-9
True	9926	D left	23	31	IGHD2-15
True	9926	D right	23	31	IGHD2-15
True	9926	J	23	62	IGHJ6
True	9927	V	6	296	IGHV1-69
True	9927	D left	6	21	IGHD6-19
True	9927	D right	6	21	IGHD6-19
True	9927	J	6	48	IGHJ4
True	9928	V	14	296	IGHV3-30-3
True	9928	D left	14	30	IGHD3-10
True	9928	D right	14	30	IGHD3-10
True	9928	J	14	62	IGHJ6
True	9929	V	12	298	IGHV3-9
True	9929	D left	12	21	IGHD6-19
True	9929	D right	12	21	IGHD6-19
False	9929	J	12	48	IGHJ4
False	9930	V	8	296	IGHV1-3
True	9930	D left	8	31	IGHD2-2
True	9930	D right	8	31	IGHD2-2
True	9930	J	8	53	IGHJ2
True	9931	V	15	296	IGHV3-74
True	9931	D left	15	20	IGHD1-26
True	9931	D right	15	20	IGHD1-26
True	9931	J	15	48	IGHJ4
True	9932	V	37	296	IGHV3-11
True	9932	D left	37	31	IGHD3-10
True	9932	D right	37	31	IGHD3-10
True	9932	J	37	50	IGHJ3
True	9933	V	30	296	IGHV1-69
True	9933	D left	30	19	IGHD4/OR15-4b
True	9933	D right	30	19	IGHD4/OR15-4b
True	9933	J	30	51	IGHJ5
False	9934	V	12	296	IGHV1-18
False	9934	D left	12	31	IGHD3-22
False	9934	D right	12	31	IGHD3-22
True	9934	J	12	48	IGHJ4
True	9935	V	50	296	IGHV3-21
True	9935	D left	50	31	IGHD2-2
True	9935	D right	50	31	IGHD2-2
True	9935	J	50	48	IGHJ4
True	9936	V	5	296	IGHV3-21
True	9936	D left	5	23	IGHD5-12
True	9936	D right	5	23	IGHD5-12
True	9936	J	5	48	IGHJ4
False	9937	V	42	296	IGHV3-7
True	9937	D left	42	31	IGHD3-10
True	9937	D right	42	31	IGHD3-10
True	9937	J	42	51	IGHJ5
True	9938	V	14	298	IGHV3-9
True	9938	D left	14	31	IGHD3-22
True	9938	D right	14	31	IGHD3-22
True	9938	J	14	50	IGHJ3
False	9939	V	11	298	IGHV3-43
True	9939	D left	11	31	IGHD2-2
True	9939	D right	11	31	IGHD2-2
True	9939	J	11	62	IGHJ6
True	9940	V	25	298	IGHV3-9
True	9940	D left	25	30	IGHD3-10
True	9940	D right	25	30	IGHD3-10
True	9940	J	25	50	IGHJ3
True	9941	V	6	294	IGHV1-2
True	9941	D left	6	20	IGHD1-26
True	9941	D right	6	20	IGHD1-26
True	9941	J	6	48	IGHJ4
True	9942	V	51	296	IGHV1-18
True	9942	D left	51	31	IGHD2-15
True	9942	D right	51	31	IGHD2-15
True	9942	J	51	48	IGHJ4
True	9943	V	35	296	IGHV3-7
True	9943	D left	35	37	IGHD3-16
True	9943	D right	35	37	IGHD3-16
True	9943	J	35	48	IGHJ4
True	9944	V	12	302	IGHV3-49
True	9944	D left	12	31	IGHD2-8
True	9944	D right	12	31	IGHD2-8
True	9944	J	12	48	IGHJ4
True	9945	V	11	296	IGHV3-21
True	9945	D left	11	37	IGHD3-16
True	9945	D right	11	37	IGHD3-16
True	9945	J	11	51	IGHJ5
True	9946	V	19	299	IGHV4-30-2
True	9946	D left	19	31	IGHD3-10
True	9946	D right	19	31	IGHD3-10
True	9946	J	19	51	IGHJ5
False	9947	V	29	296	IGHV1-3
True	9947	D left	29	21	IGHD6-19
True	9947	D right	29	21	IGHD6-19
True	9947	J	29	48	IGHJ4
False	9948	V	25	296	IGHV3-30-3
True	9948	D left	25	31	IGHD2-15
True	9948	D right	25	31	IGHD2-15
True	9948	J	25	48	IGHJ4
False	9949	V	7	296	IGHV3-48
True	9949	D left	7	20	IGHD1-26
False	9949	D right	7	20	IGHD1-26
False	9949	J	7	53	IGHJ2
False	9950	V	6	299	IGHV4-39
True	9950	D left	6	28	IGHD2-21
True	9950	D right	6	28	IGHD2-21
True	9950	J	6	62	IGHJ6
False	9951	V	15	296	IGHV3-30
True	9951	D left	15	20	IGHD5-24
True	9951	D right	15	20	IGHD5-24
True	9951	J	15	53	IGHJ2
False	9952	V	83	296	IGHV7-4-1
True	9952	D left	83	19	IGHD4/OR15-4b
True	9952	D right	83	19	IGHD4/OR15-4b
True	9952	J	83	51	IGHJ5
True	9953	V	19	296	IGHV1-69
True	9953	D left	19	21	IGHD6-19
True	9953	D right	19	21	IGHD6-19
False	9953	J	19	53	IGHJ2
False	9954	V	40	296	IGHV3-23
True	9954	D left	40	31	IGHD3-22
True	9954	D right	40	31	IGHD3-22
True	9954	J	40	62	IGHJ6
True	9955	V	13	296	IGHV5-51
True	9955	D left	13	31	IGHD3-22
True	9955	D right	13	31	IGHD3-22
True	9955	J	13	50	IGHJ3
True	9956	V	5	296	IGHV1-69
True	9956	D left	5	31	IGHD3-9
True	9956	D right	5	31	IGHD3-9
True	9956	J	5	62	IGHJ6
True	9957	V	13	296	IGHV7-4-1
True	9957	D left	13	28	IGHD2-21
True	9957	D right	13	28	IGHD2-21
True	9957	J	13	48	IGHJ4
False	9958	V	9	296	IGHV3-23
True	9958	D left	9	31	IGHD2-2
True	9958	D right	9	31	IGHD2-2
True	9958	J	9	48	IGHJ4
True	9959	V	11	298	IGHV3-43
True	9959	D left	11	20	IGHD5-5
True	9959	D right	11	20	IGHD5-5
True	9959	J	11	62	IGHJ6
True	9960	V	38	296	IGHV3-23
True	9960	D left	38	21	IGHD6-19
True	9960	D right	38	21	IGHD6-19
True	9960	J	38	51	IGHJ5
True	9961	V	26	296	IGHV1-2
True	9961	D left	26	20	IGHD5-5
False	9961	D right	26	20	IGHD5-5
True	9961	J	26	53	IGHJ2
False	9962	V	7	299	IGHV4-39
True	9962	D left	7	31	IGHD3-3
True	9962	D right	7	31	IGHD3-3
True	9962	J	7	48	IGHJ4
False	9963	V	13	296	IGHV1-69
True	9963	D left	13	20	IGHD5-24
True	9963	D right	13	20	IGHD5-24
True	9963	J	13	51	IGHJ5
False	9964	V	7	296	IGHV3-21
True	9964	D left	7	31	IGHD3-22
True	9964	D right	7	31	IGHD3-22
True	9964	J	7	62	IGHJ6
True	9965	V	17	298	IGHV3-9
True	9965	D left	17	31	IGHD3-9
True	9965	D right	17	31	IGHD3-9
True	9965	J	17	48	IGHJ4
True	9966	V	46	296	IGHV7-4-1
True	9966	D left	46	21	IGHD6-13
True	9966	D right	46	21	IGHD6-13
True	9966	J	46	51	IGHJ5
False	9967	V	6	299	IGHV4-39
True	9967	D left	6	16	IGHD4-17
False	9967	D right	6	16	IGHD4-17
True	9967	J	6	62	IGHJ6
True	9968	V	20	305	IGHV6-1
True	9968	D left	20	31	IGHD2-15
True	9968	D right	20	31	IGHD2-15
True	9968	J	20	51	IGHJ5
False	9969	V	21	296	IGHV3-30-3
True	9969	D left	21	31	IGHD2-15
True	9969	D right	21	31	IGHD2-15
True	9969	J	21	48	IGHJ4
True	9970	V	77	296	IGHV3-7
True	9970	D left	77	21	IGHD6-19
True	9970	D right	77	21	IGHD6-19
True	9970	J	77	48	IGHJ4
True	9971	V	55	299	IGHV4-31
True	9971	D left	55	21	IGHD6-19
True	9971	D right	55	21	IGHD6-19
True	9971	J	55	48	IGHJ4
True	9972	V	41	296	IGHV3-21
True	9972	D left	41	31	IGHD2-2
True	9972	D right	41	31	IGHD2-2
True	9972	J	41	62	IGHJ6
True	9973	V	6	296	IGHV3-30
True	9973	D left	6	21	IGHD6-19
True	9973	D right	6	21	IGHD6-19
True	9973	J	6	48	IGHJ4
False	9974	V	9	296	IGHV3-7
True	9974	D left	9	28	IGHD2-21
True	9974	D right	9	28	IGHD2-21
False	9974	J	9	50	IGHJ3
True	9975	V	21	298	IGHV3-43
True	9975	D left	21	30	IGHD3-10
True	9975	D right	21	30	IGHD3-10
True	9975	J	21	62	IGHJ6
False	9976	V	71	296	IGHV3-7
True	9976	D left	71	28	IGHD2-21
True	9976	D right	71	28	IGHD2-21
True	9976	J	71	50	IGHJ3
False	9977	V	42	296	IGHV3-21
True	9977	D left	42	21	IGHD6-13
True	9977	D right	42	21	IGHD6-13
True	9977	J	42	53	IGHJ2
True	9978	V	34	296	IGHV1-3
True	9978	D left	34	17	IGHD1-20
True	9978	D right	34	17	IGHD1-20
True	9978	J	34	51	IGHJ5
False	9979	V	30	296	IGHV3-23
True	9979	D left	30	31	IGHD3-3
True	9979	D right	30	31	IGHD3-3
True	9979	J	30	48	IGHJ4
True	9980	V	33	296	IGHV3-30-3
True	9980	D left	33	31	IGHD2-8
True	9980	D right	33	31	IGHD2-8
True	9980	J	33	51	IGHJ5
False	9981	V	6	296	IGHV1-69
True	9981	D left	6	21	IGHD6-19
True	9981	D right	6	21	IGHD6-19
True	9981	J	6	62	IGHJ6
True	9982	V	8	296	IGHV1-69
True	9982	D left	8	30	IGHD3-10
True	9982	D right	8	30	IGHD3-10
True	9982	J	8	48	IGHJ4
True	9983	V	31	296	IGHV3-21
False	9983	D left	31	31	IGHD2/OR15-2b
True	9983	D right	31	31	IGHD2/OR15-2b
True	9983	J	31	62	IGHJ6
True	9984	V	40	296	IGHV1-69
True	9984	D left	40	31	IGHD3-10
True	9984	D right	40	31	IGHD3-10
True	9984	J	40	62	IGHJ6
False	9985	V	28	294	IGHV3-30-3
True	9985	D left	28	30	IGHD3-10
True	9985	D right	28	30	IGHD3-10
True	9985	J	28	52	IGHJ1
True	9986	V	7	296	IGHV1-18
True	9986	D left	7	31	IGHD2-8
True	9986	D right	7	31	IGHD2-8
True	9986	J	7	62	IGHJ6
True	9987	V	13	298	IGHV3-43
True	9987	D left	13	37	IGHD3-16
True	9987	D right	13	37	IGHD3-16
True	9987	J	13	48	IGHJ4
True	9988	V	19	296	IGHV1-18
True	9988	D left	19	17	IGHD1-1
True	9988	D right	19	17	IGHD1-1
True	9988	J	19	48	IGHJ4
True	9989	V	48	296	IGHV7-4-1
True	9989	D left	48	31	IGHD3-22
True	9989	D right	48	31	IGHD3-22
True	9989	J	48	51	IGHJ5
False	9990	V	5	296	IGHV3-30
True	9990	D left	5	16	IGHD4-17
True	9990	D right	5	16	IGHD4-17
True	9990	J	5	53	IGHJ2
True	9991	V	30	296	IGHV1-58
True	9991	D left	30	20	IGHD1-26
False	9991	D right	30	20	IGHD1-26
True	9991	J	30	50	IGHJ3
True	9992	V	5	299	IGHV4-39
True	9992	D left	5	31	IGHD3-9
True	9992	D right	5	31	IGHD3-9
True	9992	J	5	51	IGHJ5
True	9993	V	19	296	IGHV3-11
True	9993	D left	19	21	IGHD6-19
True	9993	D right	19	21	IGHD6-19
True	9993	J	19	48	IGHJ4
True	9994	V	18	298	IGHV3-9
True	9994	D left	18	30	IGHD3-10
True	9994	D right	18	30	IGHD3-10
True	9994	J	18	51	IGHJ5
False	9995	V	14	296	IGHV1-69
False	9995	D left	14	21	IGHD6-13
True	9995	D right	14	21	IGHD6-13
True	9996	V	27	296	IGHV3-30-3
True	9996	D left	27	31	IGHD2-8
True	9996	D right	27	31	IGHD2-8
True	9996	J	27	48	IGHJ4
True	9997	V	30	296	IGHV3-30-3
False	9997	D left	30	21	IGHD6-19
False	9997	D right	30	21	IGHD6-19
