Clavage	N	Type	abundance	gen_length	palindrome_len	perc_identity	subject_id
True	5983	D right	23	31	0	100.0	IGHD3-10
True	5983	J	23	62	0	100.0	IGHJ6
True	5984	V	10	296	0	84.07	IGHV3-21
True	5984	D left	10	31	0	100.0	IGHD2-8
True	5984	D right	10	31	0	100.0	IGHD2-8
False	5984	J	10	50	2	90.48	IGHJ3
False	5985	V	10	296	1	92.57	IGHV1-46
True	5985	D left	10	30	1	100.0	IGHD3-10
True	5985	D right	10	30	0	100.0	IGHD3-10
True	5985	J	10	48	0	100.0	IGHJ4
False	5986	V	49	293	1	100.0	IGHV4-34
True	5986	D left	49	31	0	100.0	IGHD3-10
True	5986	D right	49	31	0	100.0	IGHD3-10
True	5986	J	49	62	0	100.0	IGHJ6
False	5987	V	5	296	0	100.0	IGHV3-21
False	5987	D left	5	21	1	100.0	IGHD6-13
False	5987	D right	5	21	1	100.0	IGHD6-13
True	5987	J	5	48	3	100.0	IGHJ4
True	5988	V	30	296	1	100.0	IGHV3-74
True	5988	D left	30	16	1	100.0	IGHD4-11
True	5988	D right	30	16	0	100.0	IGHD4-11
True	5988	J	30	62	0	100.0	IGHJ6
True	5989	V	31	293	0	99.66	IGHV4-59
True	5989	D left	31	21	0	100.0	IGHD6-19
True	5989	D right	31	21	0	100.0	IGHD6-19
False	5989	J	31	48	1	100.0	IGHJ4
True	5990	V	40	296	1	100.0	IGHV1-69
True	5990	D left	40	37	1	100.0	IGHD3-16
True	5990	D right	40	37	0	100.0	IGHD3-16
True	5990	J	40	48	0	100.0	IGHJ4
True	5991	V	27	293	0	99.31	IGHV4-34
True	5991	D left	27	31	1	100.0	IGHD3-22
True	5991	D right	27	31	2	100.0	IGHD3-22
True	5992	V	45	296	0	91.44	IGHV4-4
True	5992	D left	45	11	0	100.0	IGHD7-27
True	5992	D right	45	11	2	100.0	IGHD7-27
True	5992	J	45	62	0	95.35	IGHJ6
True	5993	V	40	296	0	92.88	IGHV1-69
True	5993	D left	40	20	0	100.0	IGHD5-24
True	5993	D right	40	20	0	100.0	IGHD5-24
True	5993	J	40	48	0	94.29	IGHJ4
False	5994	V	18	296	2	100.0	IGHV3-21
True	5994	D left	18	21	0	100.0	IGHD6-19
False	5994	D right	18	21	0	100.0	IGHD6-19
False	5995	V	15	298	0	100.0	IGHV3-43
True	5995	D left	15	31	2	100.0	IGHD3-22
True	5995	D right	15	31	0	100.0	IGHD3-22
True	5995	J	15	52	0	96.0	IGHJ1
False	5996	V	14	294	0	100.0	IGHV3-30-3
True	5996	D left	14	21	0	100.0	IGHD6-13
True	5996	D right	14	21	0	100.0	IGHD6-13
True	5997	V	5	296	0	97.96	IGHV3-23
True	5997	D left	5	28	0	100.0	IGHD2-21
True	5997	D right	5	28	0	100.0	IGHD2-21
True	5997	J	5	48	0	100.0	IGHJ4
True	5998	V	118	296	0	88.47	IGHV1-18
True	5998	D left	118	28	0	100.0	IGHD2-21
True	5998	D right	118	28	0	100.0	IGHD2-21
False	5998	J	118	48	0	96.15	IGHJ4
True	5999	V	21	296	0	96.61	IGHV1-2
True	5999	D left	21	28	0	93.75	IGHD2-21
True	5999	D right	21	28	0	93.75	IGHD2-21
True	5999	J	21	48	0	100.0	IGHJ4
False	6000	V	25	296	0	93.92	IGHV3-23
True	6000	D left	25	31	0	100.0	IGHD2-2
False	6000	D right	25	31	0	100.0	IGHD2-2
True	6000	J	25	62	1	100.0	IGHJ6
True	6001	V	27	296	0	100.0	IGHV5-51
True	6001	D left	27	20	0	100.0	IGHD5-24
True	6001	D right	27	20	0	100.0	IGHD5-24
True	6001	J	27	48	0	100.0	IGHJ4
False	6002	V	41	301	0	99.34	IGHV2-5
True	6002	D left	41	21	0	100.0	IGHD6-19
True	6002	D right	41	21	0	100.0	IGHD6-19
True	6002	J	41	51	2	100.0	IGHJ5
False	6003	V	10	296	0	100.0	IGHV3-33
True	6003	D left	10	21	0	100.0	IGHD6-13
False	6003	D right	10	21	0	100.0	IGHD6-13
True	6003	J	10	62	0	100.0	IGHJ6
True	6004	V	16	299	1	100.0	IGHV4-30-2
True	6004	D left	16	23	3	100.0	IGHD5-12
True	6004	D right	16	23	0	100.0	IGHD5-12
True	6004	J	16	48	0	100.0	IGHJ4
True	6005	V	19	302	0	98.01	IGHV3-49
True	6005	D left	19	31	0	100.0	IGHD2-8
True	6005	D right	19	31	0	100.0	IGHD2-8
True	6005	J	19	51	0	100.0	IGHJ5
False	6006	V	13	293	1	100.0	IGHV4-34
True	6006	D left	13	31	0	100.0	IGHD3-22
True	6006	D right	13	31	0	100.0	IGHD3-22
True	6006	J	13	51	1	100.0	IGHJ5
True	6007	V	18	296	1	100.0	IGHV3-11
True	6007	D left	18	21	0	100.0	IGHD6-13
True	6007	D right	18	21	1	100.0	IGHD6-13
True	6007	J	18	62	0	97.87	IGHJ6
False	6008	V	7	296	2	97.3	IGHV3-23
True	6008	D left	7	21	0	100.0	IGHD6-19
True	6008	D right	7	21	0	100.0	IGHD6-19
True	6008	J	7	48	0	100.0	IGHJ4
True	6009	V	13	296	0	99.66	IGHV3-23
True	6009	D left	13	31	0	100.0	IGHD3-3
True	6009	D right	13	31	0	100.0	IGHD3-3
True	6009	J	13	62	0	97.92	IGHJ6
True	6010	V	19	299	1	99.66	IGHV4-39
True	6010	D left	19	31	0	100.0	IGHD3-22
True	6010	D right	19	31	1	100.0	IGHD3-22
True	6010	J	19	48	1	100.0	IGHJ4
False	6011	V	31	293	0	91.13	IGHV4-34
True	6011	D left	31	20	0	100.0	IGHD5-24
True	6011	D right	31	20	2	100.0	IGHD5-24
True	6011	J	31	48	0	100.0	IGHJ4
False	6012	V	57	296	1	100.0	IGHV3-21
True	6012	D left	57	31	0	100.0	IGHD3-22
True	6012	D right	57	31	0	100.0	IGHD3-22
True	6012	J	57	48	0	100.0	IGHJ4
True	6013	V	33	296	0	99.66	IGHV3-23
True	6013	D left	33	16	0	100.0	IGHD4-17
False	6013	D right	33	16	2	100.0	IGHD4-17
True	6013	J	33	53	0	100.0	IGHJ2
True	6014	V	18	293	1	96.92	IGHV3-53
False	6014	D left	18	31	1	100.0	IGHD3-3
True	6014	D right	18	31	0	100.0	IGHD3-3
True	6014	J	18	53	0	100.0	IGHJ2
True	6015	V	47	299	0	100.0	IGHV4-39
True	6015	D left	47	16	0	100.0	IGHD4-11
True	6015	D right	47	16	2	100.0	IGHD4-11
True	6015	J	47	62	0	100.0	IGHJ6
True	6016	V	21	296	0	97.97	IGHV1-8
True	6016	D left	21	18	0	100.0	IGHD6-6
True	6016	D right	21	18	1	100.0	IGHD6-6
True	6016	J	21	62	0	97.67	IGHJ6
False	6017	V	84	305	0	98.36	IGHV6-1
True	6017	D left	84	37	0	100.0	IGHD3-16
True	6017	D right	84	37	0	100.0	IGHD3-16
False	6018	V	5	296	3	100.0	IGHV3-23
False	6018	D left	5	31	2	100.0	IGHD3-10
False	6018	D right	5	31	0	100.0	IGHD3-10
True	6018	J	5	48	0	97.06	IGHJ4
False	6019	V	16	296	0	97.97	IGHV5-51
True	6019	D left	16	31	0	100.0	IGHD3-10
True	6019	D right	16	31	1	100.0	IGHD3-10
True	6019	J	16	62	0	97.5	IGHJ6
True	6020	V	32	293	1	92.78	IGHV4-34
True	6020	D left	32	19	0	100.0	IGHD4-23
False	6020	D right	32	19	0	100.0	IGHD4-23
True	6020	J	32	48	0	100.0	IGHJ4
False	6021	V	37	299	1	100.0	IGHV4-39
True	6021	D left	37	31	1	100.0	IGHD3-10
True	6021	D right	37	31	0	100.0	IGHD3-10
True	6021	J	37	51	0	100.0	IGHJ5
True	6022	V	23	296	0	96.95	IGHV1-46
True	6022	D left	23	30	0	100.0	IGHD3-10
True	6022	D right	23	30	0	100.0	IGHD3-10
True	6022	J	23	51	0	100.0	IGHJ5
False	6023	V	32	293	0	100.0	IGHV4-34
True	6023	D left	32	21	0	100.0	IGHD6-13
True	6023	D right	32	21	0	100.0	IGHD6-13
True	6023	J	32	51	1	100.0	IGHJ5
True	6024	V	13	296	0	100.0	IGHV3-48
True	6024	D left	13	21	1	100.0	IGHD6-13
False	6024	D right	13	21	1	100.0	IGHD6-13
True	6024	J	13	48	0	100.0	IGHJ4
False	6025	V	27	296	2	100.0	IGHV1-3
True	6025	D left	27	20	0	100.0	IGHD5-5
True	6025	D right	27	20	0	100.0	IGHD5-5
True	6025	J	27	48	0	100.0	IGHJ4
False	6026	V	91	296	0	93.24	IGHV3-48
False	6026	D left	91	31	0	100.0	IGHD2/OR15-2b
True	6026	D right	91	31	0	100.0	IGHD2/OR15-2b
True	6026	J	91	62	0	95.45	IGHJ6
True	6027	V	12	296	0	94.58	IGHV3-48
True	6027	D left	12	31	0	100.0	IGHD3-10
True	6027	D right	12	31	0	100.0	IGHD3-10
True	6027	J	12	62	1	100.0	IGHJ6
False	6028	V	13	296	1	100.0	IGHV3-30
True	6028	D left	13	16	0	100.0	IGHD4-17
False	6028	D right	13	16	1	100.0	IGHD4-17
True	6028	J	13	48	0	100.0	IGHJ4
False	6029	V	10	296	1	100.0	IGHV3-21
True	6029	D left	10	31	0	100.0	IGHD2-2
True	6029	D right	10	31	0	100.0	IGHD2-2
True	6029	J	10	48	0	97.56	IGHJ4
False	6030	V	43	298	1	100.0	IGHV3-43D
True	6030	D left	43	20	0	100.0	IGHD1-26
True	6030	D right	43	20	0	100.0	IGHD1-26
True	6030	J	43	48	1	100.0	IGHJ4
True	6031	V	86	296	0	88.6	IGHV3-23
True	6032	V	27	299	0	100.0	IGHV4-39
True	6032	D left	27	31	1	100.0	IGHD3-22
False	6032	D right	27	31	2	100.0	IGHD3-22
False	6032	J	27	48	1	100.0	IGHJ4
True	6033	V	111	296	0	90.51	IGHV3-48
True	6033	D left	111	20	0	100.0	IGHD5-24
True	6033	D right	111	20	0	100.0	IGHD5-24
True	6033	J	111	51	0	96.0	IGHJ5
True	6034	V	87	296	0	90.56	IGHV1-8
True	6035	V	42	296	0	100.0	IGHV3-21
True	6035	D left	42	17	0	100.0	IGHD1-1
True	6035	D right	42	17	0	100.0	IGHD1-1
True	6035	J	42	48	0	100.0	IGHJ4
True	6036	V	11	293	0	100.0	IGHV4-34
True	6036	D left	11	31	0	100.0	IGHD2-15
True	6036	D right	11	31	1	100.0	IGHD2-15
True	6036	J	11	48	1	100.0	IGHJ4
True	6037	V	15	302	0	100.0	IGHV3-73
True	6037	D left	15	37	0	100.0	IGHD3-16
True	6037	D right	15	37	0	100.0	IGHD3-16
True	6037	J	15	62	0	97.06	IGHJ6
True	6038	V	14	296	0	99.66	IGHV3-23
True	6038	D left	14	20	2	100.0	IGHD1-26
True	6038	D right	14	20	0	100.0	IGHD1-26
True	6038	J	14	48	0	100.0	IGHJ4
True	6039	V	47	296	1	98.98	IGHV1-18
True	6039	D left	47	21	2	100.0	IGHD6-19
True	6039	D right	47	21	0	100.0	IGHD6-19
True	6039	J	47	48	0	100.0	IGHJ4
False	6040	V	20	299	1	100.0	IGHV4-39
False	6040	D left	20	21	2	100.0	IGHD6-19
False	6040	D right	20	21	0	100.0	IGHD6-19
False	6040	J	20	48	2	100.0	IGHJ4
True	6041	V	84	298	0	94.28	IGHV3-43
True	6041	D left	84	16	2	100.0	IGHD4-11
True	6041	D right	84	16	0	100.0	IGHD4-11
False	6042	V	54	294	0	88.78	IGHV3-30-3
True	6042	D left	54	31	0	100.0	IGHD3-3
True	6042	D right	54	31	2	100.0	IGHD3-3
True	6042	J	54	52	0	100.0	IGHJ1
False	6043	V	40	294	0	98.98	IGHV4-b
True	6043	D left	40	20	0	100.0	IGHD1-26
True	6043	D right	40	20	0	100.0	IGHD1-26
True	6043	J	40	48	0	100.0	IGHJ4
True	6044	V	5	296	1	99.66	IGHV1-46
True	6044	D left	5	21	1	100.0	IGHD6-19
True	6044	D right	5	21	1	100.0	IGHD6-19
False	6044	J	5	51	1	100.0	IGHJ5
False	6045	V	13	302	2	99.67	IGHV3-15
True	6045	D left	13	30	2	100.0	IGHD3-10
True	6045	D right	13	30	1	100.0	IGHD3-10
True	6045	J	13	62	0	100.0	IGHJ6
True	6046	V	23	296	0	100.0	IGHV1-2
True	6046	D left	23	23	0	100.0	IGHD5-12
True	6046	D right	23	23	0	100.0	IGHD5-12
True	6046	J	23	48	1	100.0	IGHJ4
True	6047	V	75	299	1	92.95	IGHV4-30-4
True	6047	D left	75	31	0	100.0	IGHD3-3
True	6047	D right	75	31	0	100.0	IGHD3-3
True	6047	J	75	51	0	100.0	IGHJ5
True	6048	V	25	296	0	100.0	IGHV1-69
True	6048	D left	25	16	0	100.0	IGHD4-17
False	6048	D right	25	16	0	100.0	IGHD4-17
False	6048	J	25	48	1	100.0	IGHJ4
True	6049	V	32	299	1	100.0	IGHV4-39
True	6049	D left	32	31	0	100.0	IGHD2-2
True	6049	D right	32	31	0	100.0	IGHD2-2
True	6049	J	32	51	2	100.0	IGHJ5
True	6050	V	28	296	0	99.65	IGHV1-69
True	6050	D left	28	21	1	100.0	IGHD6-19
False	6050	D right	28	21	0	100.0	IGHD6-19
True	6050	J	28	62	0	98.04	IGHJ6
False	6051	V	43	293	2	100.0	IGHV4-59
True	6051	D left	43	18	1	100.0	IGHD6-25
True	6051	D right	43	18	0	100.0	IGHD6-25
True	6051	J	43	62	0	100.0	IGHJ6
False	6052	V	6	294	0	100.0	IGHV3-30-3
True	6052	D left	6	23	0	100.0	IGHD5-12
True	6052	D right	6	23	0	100.0	IGHD5-12
True	6052	J	6	48	0	100.0	IGHJ4
False	6053	V	21	296	1	94.93	IGHV3-21
True	6053	D left	21	16	0	100.0	IGHD4-17
False	6053	D right	21	16	1	100.0	IGHD4-17
True	6053	J	21	48	0	92.86	IGHJ4
False	6054	V	17	293	4	94.54	IGHV4-34
True	6054	D left	17	18	1	100.0	IGHD6-25
True	6054	D right	17	18	0	100.0	IGHD6-25
True	6054	J	17	62	0	91.84	IGHJ6
False	6055	V	6	296	2	100.0	IGHV3-33
True	6055	D left	6	20	0	100.0	IGHD5-5
True	6055	D right	6	20	1	100.0	IGHD5-5
True	6055	J	6	62	0	98.0	IGHJ6
True	6056	V	37	296	0	95.25	IGHV3-23
True	6056	D left	37	31	0	100.0	IGHD3-3
True	6056	D right	37	31	0	100.0	IGHD3-3
True	6056	J	37	62	0	96.88	IGHJ6
True	6057	V	8	293	0	100.0	IGHV4-34
True	6057	D left	8	31	0	100.0	IGHD3-10
True	6057	D right	8	31	0	100.0	IGHD3-10
True	6057	J	8	48	2	97.3	IGHJ4
True	6058	V	9	296	0	92.18	IGHV3-30
True	6058	D left	9	37	1	100.0	IGHD3-16
True	6058	D right	9	37	0	100.0	IGHD3-16
True	6058	J	9	62	0	97.62	IGHJ6
False	6059	V	12	296	2	100.0	IGHV3-21
True	6059	D left	12	31	0	100.0	IGHD3-10
False	6059	D right	12	31	0	100.0	IGHD3-10
True	6059	J	12	48	0	100.0	IGHJ4
False	6060	V	33	296	0	99.66	IGHV3-30
True	6060	D left	33	19	0	100.0	IGHD4/OR15-4b
True	6060	D right	33	19	0	100.0	IGHD4/OR15-4b
True	6060	J	33	48	0	100.0	IGHJ4
False	6061	V	15	296	1	90.2	IGHV3-48
True	6061	D left	15	21	0	100.0	IGHD6-13
False	6061	D right	15	21	1	100.0	IGHD6-13
True	6061	J	15	48	0	100.0	IGHJ4
True	6062	V	76	296	1	95.92	IGHV3-30
True	6062	D left	76	31	1	100.0	IGHD2-8
True	6062	D right	76	31	0	100.0	IGHD2-8
False	6063	V	8	296	1	90.2	IGHV3-30
True	6063	D left	8	31	0	94.12	IGHD3-3
True	6063	D right	8	31	0	94.12	IGHD3-3
True	6063	J	8	51	4	100.0	IGHJ5
False	6064	V	24	294	0	99.61	IGHV3-30-3
True	6064	D left	24	18	0	100.0	IGHD6-6
True	6064	D right	24	18	0	100.0	IGHD6-6
True	6064	J	24	62	0	100.0	IGHJ6
False	6065	V	24	294	0	100.0	IGHV3-30-3
True	6065	D left	24	31	1	100.0	IGHD2-15
True	6065	D right	24	31	0	100.0	IGHD2-15
True	6065	J	24	51	0	100.0	IGHJ5
False	6066	V	18	296	0	85.81	IGHV1-69
True	6066	D left	18	31	1	100.0	IGHD3-3
True	6066	D right	18	31	0	100.0	IGHD3-3
True	6066	J	18	62	0	100.0	IGHJ6
True	6067	V	27	296	0	100.0	IGHV3-21
True	6067	D left	27	16	0	100.0	IGHD4-17
True	6067	D right	27	16	1	100.0	IGHD4-17
False	6067	J	27	48	0	97.44	IGHJ4
True	6068	V	22	296	0	96.6	IGHV3-48
True	6068	D left	22	21	0	100.0	IGHD6-13
True	6068	D right	22	21	0	100.0	IGHD6-13
True	6068	J	22	62	0	96.0	IGHJ6
True	6069	V	21	293	1	97.95	IGHV4-59
True	6069	D left	21	18	0	100.0	IGHD6-6
False	6069	D right	21	18	0	100.0	IGHD6-6
True	6069	J	21	48	0	100.0	IGHJ4
False	6070	V	11	296	1	92.91	IGHV1-69
True	6070	D left	11	11	0	100.0	IGHD7-27
False	6070	D right	11	11	1	100.0	IGHD7-27
True	6070	J	11	62	0	97.5	IGHJ6
True	6071	V	15	296	1	99.66	IGHV3-11
True	6071	D left	15	31	0	100.0	IGHD3-3
True	6071	D right	15	31	0	100.0	IGHD3-3
True	6071	J	15	48	0	100.0	IGHJ4
True	6072	V	5	302	0	90.03	IGHV3-49
True	6072	D left	5	31	0	100.0	IGHD2-2
True	6072	D right	5	31	0	100.0	IGHD2-2
True	6072	J	5	48	0	96.43	IGHJ4
False	6073	V	32	296	1	88.85	IGHV3-23
True	6073	D left	32	31	0	100.0	IGHD3-3
True	6073	D right	32	31	0	100.0	IGHD3-3
True	6073	J	32	48	0	97.3	IGHJ4
True	6074	V	21	299	2	93.96	IGHV4-39
True	6074	D left	21	28	0	95.24	IGHD2-21
True	6074	D right	21	28	0	95.24	IGHD2-21
True	6074	J	21	62	0	100.0	IGHJ6
False	6075	V	22	299	1	100.0	IGHV4-39
False	6075	D left	22	31	0	100.0	IGHD3-10
True	6075	D right	22	31	0	100.0	IGHD3-10
True	6075	J	22	62	0	100.0	IGHJ6
False	6076	V	28	299	0	100.0	IGHV4-39
True	6076	D left	28	20	0	100.0	IGHD5-24
True	6076	D right	28	20	0	100.0	IGHD5-24
True	6076	J	28	48	1	100.0	IGHJ4
True	6077	V	15	296	0	96.95	IGHV5-51
True	6077	D left	15	31	0	100.0	IGHD3-3
True	6077	D right	15	31	0	100.0	IGHD3-3
True	6077	J	15	62	0	96.08	IGHJ6
False	6078	V	29	296	0	98.65	IGHV3-23
True	6078	D left	29	31	0	96.3	IGHD2-15
True	6078	D right	29	31	1	96.3	IGHD2-15
True	6078	J	29	48	2	97.14	IGHJ4
True	6079	V	11	296	0	100.0	IGHV1-18
True	6079	D left	11	21	1	100.0	IGHD6-19
True	6079	D right	11	21	0	100.0	IGHD6-19
True	6079	J	11	48	0	100.0	IGHJ4
False	6080	V	20	293	2	100.0	IGHV4-34
True	6080	D left	20	23	0	100.0	IGHD5-12
True	6080	D right	20	23	0	100.0	IGHD5-12
True	6080	J	20	48	1	96.97	IGHJ4
True	6081	V	30	296	1	98.98	IGHV1-24
True	6081	D left	30	37	1	100.0	IGHD3-16
True	6081	D right	30	37	1	100.0	IGHD3-16
True	6081	J	30	48	0	100.0	IGHJ4
False	6082	V	18	293	2	93.52	IGHV3-66
False	6082	D left	18	31	0	100.0	IGHD3-22
True	6082	D right	18	31	0	100.0	IGHD3-22
True	6082	J	18	51	0	95.83	IGHJ5
True	6083	V	27	294	0	98.29	IGHV4-b
True	6083	D left	27	21	0	100.0	IGHD6-19
True	6083	D right	27	21	0	100.0	IGHD6-19
True	6083	J	27	52	0	100.0	IGHJ1
True	6084	V	53	296	0	86.69	IGHV3-23
True	6084	D left	53	20	0	100.0	IGHD1-26
True	6084	D right	53	20	0	100.0	IGHD1-26
True	6084	J	53	62	0	100.0	IGHJ6
False	6085	V	17	294	0	100.0	IGHV3-30-3
True	6085	D left	17	20	0	100.0	IGHD1-26
False	6085	D right	17	20	0	100.0	IGHD1-26
False	6085	J	17	48	1	100.0	IGHJ4
False	6086	V	8	294	0	93.88	IGHV3-30-3
True	6086	D left	8	31	1	100.0	IGHD3-3
True	6086	D right	8	31	1	100.0	IGHD3-3
True	6086	J	8	48	1	93.75	IGHJ4
False	6087	V	35	294	0	100.0	IGHV1-2
True	6087	D left	35	21	0	100.0	IGHD6-19
False	6087	D right	35	21	2	100.0	IGHD6-19
True	6087	J	35	51	0	100.0	IGHJ5
True	6088	V	6	298	0	95.25	IGHV3-9
True	6088	D left	6	17	0	100.0	IGHD1-7
False	6088	D right	6	17	2	100.0	IGHD1-7
True	6088	J	6	48	0	100.0	IGHJ4
False	6089	V	32	296	0	89.86	IGHV1-69
True	6089	D left	32	17	0	100.0	IGHD1-7
False	6089	D right	32	17	0	100.0	IGHD1-7
True	6089	J	32	62	0	94.87	IGHJ6
False	6090	V	41	296	1	97.97	IGHV1-3
True	6090	D left	41	20	0	100.0	IGHD5-5
True	6090	D right	41	20	0	100.0	IGHD5-5
True	6090	J	41	48	3	97.22	IGHJ4
True	6091	V	17	296	0	95.59	IGHV1-8
True	6091	D left	17	30	0	100.0	IGHD3-10
True	6091	D right	17	30	0	100.0	IGHD3-10
True	6091	J	17	48	1	100.0	IGHJ4
False	6092	V	30	296	1	100.0	IGHV5-51
True	6092	D left	30	37	0	100.0	IGHD3-16
True	6092	D right	30	37	1	100.0	IGHD3-16
True	6092	J	30	62	0	100.0	IGHJ6
True	6093	V	15	293	1	100.0	IGHV4-34
True	6093	D left	15	31	0	100.0	IGHD3-22
True	6093	D right	15	31	0	100.0	IGHD3-22
False	6093	J	15	48	0	100.0	IGHJ4
False	6094	V	23	293	0	100.0	IGHV4-34
True	6094	D left	23	21	0	100.0	IGHD6-19
False	6094	D right	23	21	2	100.0	IGHD6-19
True	6094	J	23	62	0	100.0	IGHJ6
False	6095	V	5	296	2	91.89	IGHV3-74
True	6095	D left	5	28	0	94.74	IGHD2-21
True	6095	D right	5	28	0	94.74	IGHD2-21
True	6095	J	5	48	0	94.59	IGHJ4
False	6096	V	33	299	2	100.0	IGHV4-31
True	6096	D left	33	11	1	100.0	IGHD7-27
True	6096	D right	33	11	1	100.0	IGHD7-27
True	6096	J	33	48	0	100.0	IGHJ4
False	6097	V	27	293	0	100.0	IGHV4-59
True	6097	D left	27	20	2	100.0	IGHD5-5
True	6097	D right	27	20	1	100.0	IGHD5-5
True	6097	J	27	48	0	100.0	IGHJ4
True	6098	V	12	296	0	98.29	IGHV3-23
True	6098	D left	12	17	1	100.0	IGHD1-7
False	6098	D right	12	17	0	100.0	IGHD1-7
True	6098	J	12	48	2	100.0	IGHJ4
True	6099	V	17	293	0	100.0	IGHV4-34
True	6099	D left	17	31	0	100.0	IGHD3-3
True	6099	D right	17	31	0	100.0	IGHD3-3
True	6099	J	17	52	1	100.0	IGHJ1
False	6100	V	10	293	2	98.98	IGHV4-59
True	6100	D left	10	21	0	100.0	IGHD6-13
True	6100	D right	10	21	1	100.0	IGHD6-13
True	6100	J	10	62	1	96.15	IGHJ6
False	6101	V	15	299	2	100.0	IGHV4-39
True	6101	D left	15	21	0	100.0	IGHD6-13
False	6101	D right	15	21	0	100.0	IGHD6-13
False	6101	J	15	51	1	100.0	IGHJ5
True	6102	V	18	296	0	85.37	IGHV3-23
True	6102	D left	18	31	0	94.12	IGHD3-22
True	6102	D right	18	31	0	94.12	IGHD3-22
True	6102	J	18	48	0	100.0	IGHJ4
False	6103	V	15	296	0	96.62	IGHV3-33
True	6103	D left	15	17	0	100.0	IGHD1-20
True	6103	D right	15	17	0	100.0	IGHD1-20
True	6103	J	15	48	0	100.0	IGHJ4
True	6104	V	54	293	0	100.0	IGHV4-34
True	6104	D left	54	31	0	100.0	IGHD2-8
True	6104	D right	54	31	0	100.0	IGHD2-8
True	6105	V	6	294	1	100.0	IGHV3-30-3
True	6105	D left	6	19	0	100.0	IGHD4/OR15-4b
True	6105	D right	6	19	2	100.0	IGHD4/OR15-4b
True	6105	J	6	62	0	100.0	IGHJ6
False	6106	V	7	296	2	100.0	IGHV1-8
True	6106	D left	7	31	0	100.0	IGHD3-10
True	6106	D right	7	31	0	100.0	IGHD3-10
True	6106	J	7	48	0	100.0	IGHJ4
False	6107	V	37	294	0	100.0	IGHV5-a
True	6107	D left	37	21	0	100.0	IGHD6-13
False	6107	D right	37	21	1	100.0	IGHD6-13
True	6107	J	37	51	2	100.0	IGHJ5
True	6108	V	31	302	0	100.0	IGHV3-49
True	6108	D left	31	30	0	100.0	IGHD3-10
True	6108	D right	31	30	0	100.0	IGHD3-10
True	6108	J	31	48	0	100.0	IGHJ4
False	6109	V	19	296	1	100.0	IGHV3-30
True	6109	D left	19	21	0	100.0	IGHD6-19
False	6109	D right	19	21	1	100.0	IGHD6-19
True	6109	J	19	62	0	98.11	IGHJ6
True	6110	V	42	296	0	94.1	IGHV1-69
False	6111	V	32	299	0	100.0	IGHV4-39
True	6111	D left	32	21	0	100.0	IGHD6-13
True	6111	D right	32	21	2	100.0	IGHD6-13
True	6111	J	32	62	1	100.0	IGHJ6
False	6112	V	18	293	1	94.2	IGHV4-34
True	6112	D left	18	31	0	94.44	IGHD3-10
True	6112	D right	18	31	0	94.44	IGHD3-10
True	6112	J	18	62	0	100.0	IGHJ6
True	6113	V	13	302	1	97.99	IGHV3-73
True	6113	D left	13	18	0	92.31	IGHD6-6
False	6113	D right	13	18	0	92.31	IGHD6-6
True	6113	J	13	48	0	100.0	IGHJ4
True	6114	V	33	299	0	100.0	IGHV4-39
True	6114	D left	33	16	2	100.0	IGHD4-11
True	6114	D right	33	16	1	100.0	IGHD4-11
True	6114	J	33	48	0	100.0	IGHJ4
False	6115	V	28	299	1	100.0	IGHV4-39
True	6115	D left	28	21	0	100.0	IGHD6-19
True	6115	D right	28	21	0	100.0	IGHD6-19
False	6115	J	28	62	1	100.0	IGHJ6
True	6116	V	28	299	0	100.0	IGHV4-39
True	6116	D left	28	31	0	100.0	IGHD3-3
True	6116	D right	28	31	0	100.0	IGHD3-3
True	6116	J	28	51	0	100.0	IGHJ5
False	6117	V	10	293	0	90.78	IGHV4-59
True	6117	D left	10	30	0	100.0	IGHD3-10
True	6117	D right	10	30	0	100.0	IGHD3-10
True	6117	J	10	62	0	89.8	IGHJ6
True	6118	V	9	296	1	99.66	IGHV1-69
True	6118	D left	9	21	1	100.0	IGHD6-19
True	6118	D right	9	21	1	100.0	IGHD6-19
True	6118	J	9	48	0	97.06	IGHJ4
False	6119	V	37	296	3	98.65	IGHV3-48
True	6119	D left	37	31	0	92.0	IGHD3-10
True	6119	D right	37	31	0	92.0	IGHD3-10
True	6119	J	37	48	1	100.0	IGHJ4
False	6120	V	44	293	0	98.98	IGHV4-34
True	6120	D left	44	21	0	100.0	IGHD6-13
True	6120	D right	44	21	1	100.0	IGHD6-13
True	6120	J	44	62	0	100.0	IGHJ6
True	6121	V	12	293	0	100.0	IGHV3-53
True	6121	D left	12	18	0	100.0	IGHD6-25
True	6121	D right	12	18	0	100.0	IGHD6-25
True	6121	J	12	53	1	97.73	IGHJ2
True	6122	V	16	298	0	96.94	IGHV3-9
True	6122	D left	16	31	0	100.0	IGHD2-8
True	6122	D right	16	31	1	100.0	IGHD2-8
True	6122	J	16	51	1	100.0	IGHJ5
False	6123	V	43	294	1	97.62	IGHV4-b
True	6123	D left	43	31	0	95.83	IGHD2-2
True	6123	D right	43	31	0	95.83	IGHD2-2
True	6123	J	43	48	1	100.0	IGHJ4
True	6124	V	18	296	0	96.95	IGHV1-2
True	6124	D left	18	17	0	100.0	IGHD1-7
False	6124	D right	18	17	1	100.0	IGHD1-7
True	6124	J	18	51	1	100.0	IGHJ5
